srodek_id,numer_inwentarzowy,nazwa,kategoria_kst,data_przyjecia,wartosc_poczatkowa,stawka_amortyzacji,lokalizacja,osoba_odpowiedzialna,dostawca_id,status
439,ST/00439,Reduced holistic help-desk,3,2020-07-03,43838.26,20,Wrocław,Franciszek Skwira,796,zlikwidowany
440,ST/00440,Self-enabling regional adapter,6,2020-02-08,180317.29,7,Chojnice,pani Apolonia Mysiak,1127,zlikwidowany
441,ST/00441,Intuitive interactive extranet,4,2019-08-08,194327.58,18,Tarnów,pan Gustaw Litwińczuk,74,w naprawie
442,ST/00442,Expanded incremental product,3,2023-02-14,180833.61,30,Ruda Śląska,Szymon Pera,643,w naprawie
443,ST/00443,Programmable cohesive firmware,8,2023-01-29,77846.97,10,Ostrołęka,Angelika Przybycień,2211,zlikwidowany
444,ST/00444,Fundamental tertiary Internet solution,8,2019-02-22,197087.99,10,Bielsk Podlaski,Sara Saternus,1185,w użyciu
445,ST/00445,Distributed dedicated instruction set,4,2021-05-19,143213.6,18,Kraków,pan Adam Kabala,1791,w użyciu
446,ST/00446,Centralized zero tolerance interface,4,2020-03-18,141118.15,20,Wrocław,Tymoteusz Sip,1614,w użyciu
447,ST/00447,Down-sized full-range Graphic Interface,491,2019-10-15,16672.2,,Lubin,Rafał Kik,828,w użyciu
448,ST/00448,User-friendly background knowledge user,491,2022-12-10,137674.93,20,Szczecinek,Daniel Szatko,1351,w użyciu
449,ST/00449,Assimilated object-oriented hardware,3,2025-03-05,14266.61,30,Będzin,Marika Lipowicz,1431,w naprawie
450,ST/00450,Future-proofed systematic alliance,8,2026-02-10,85939.79,18,Rybnik,Witold Szkopek,1155,zlikwidowany
451,ST/00451,Seamless 5thgeneration hardware,491,2024-06-05,172401.18,20,Reda,Bianka Ciereszko,580,zlikwidowany
452,ST/00452,Reactive bifurcated knowledge user,3,2026-03-31,124121.38,7,Inowrocław,Bruno Tatarczuk,2042,w naprawie
453,ST/00453,Seamless value-added initiative,4,2020-12-27,43063.8,7,Pruszcz Gdański,Szymon Majtczak,2014,w użyciu
454,ST/00454,Virtual needs-based complexity,8,2020-01-07,110949.8,,Śrem,Maks Witko,922,w naprawie
455,ST/00455,Customer-focused client-driven workforce,8,2026-06-13,140059.4,18,Toruń,Ryszard Bembenek,1310,zlikwidowany
456,ST/00456,Grass-roots uniform installation,4,2020-11-03,176414.93,18,Sopot,Robert Spychaj,203,zlikwidowany
457,ST/00457,Realigned heuristic implementation,3,2021-10-05,161255.48,7,Nowy Sącz,pani Liwia Piejko,2492,w naprawie
458,ST/00458,Multi-channeled analyzing synergy,3,2024-01-05,64930.73,10,Pszczyna,Norbert Młot,750,zlikwidowany
459,ST/00459,Re-engineered optimal open system,4,2020-10-26,84492.66,20,Grudziądz,pani Kamila Wójs,167,zlikwidowany
460,ST/00460,Reduced optimal concept,4,2020-05-01,145097.54,14,Lębork,Ignacy Grochowina,481,zlikwidowany
461,ST/00461,Digitized multi-state hardware,4,2018-09-13,138166.69,7,Gorlice,pani Agnieszka Kurc,1934,w naprawie
462,ST/00462,Progressive systematic collaboration,6,2024-04-29,113210.54,18,Ostrołęka,pani Kamila Wojak,1460,w naprawie
463,ST/00463,Enterprise-wide systematic success,8,2026-04-12,76847.71,,Czeladź,Natan Mazepa,3,zlikwidowany
464,ST/00464,Re-contextualized bottom-line monitoring,3,2021-12-19,68696.44,20,Zambrów,Sylwia Konat,1155,w użyciu
465,ST/00465,Progressive 5thgeneration time-frame,6,2022-09-15,46432.85,10,Starogard Gdański,Liwia Demiańczuk,1863,w użyciu
466,ST/00466,Expanded real-time throughput,8,2023-01-03,169870.76,30,Białystok,pani Kamila Orwat,1415,w użyciu
467,,Pre-emptive directional access,6,2020-03-18,51513.07,14,Nowa Ruda,Mikołaj Lenik,1951,w naprawie
468,ST/00468,Realigned multi-tasking frame,4,2020-05-23,183525.69,18,Poznań,Kornelia Jajko,1289,w użyciu
469,ST/00469,Phased maximized utilization,3,2025-11-03,177581.61,10,Piaseczno,Wiktor Ziegler,1706,w naprawie
470,ST/00470,Stand-alone bottom-line support,8,2019-01-30,12496.13,7,Poznań,pani Ida Sztuczka,589,zlikwidowany
471,ST/00471,Cross-platform optimal knowledgebase,491,2022-10-01,47528.49,14,Lublin,pani Marcelina Banek,210,w użyciu
472,ST/00472,Integrated grid-enabled strategy,491,2023-12-29,182286.77,20,Tczew,Justyna Kościesza,1453,w użyciu
473,ST/00473,Customizable fault-tolerant encryption,491,2026-06-25,122045.17,7,Kraśnik,pan Marek Magier,1783,w naprawie
474,ST/00474,Reactive secondary function,3,2018-12-14,15783.09,18,Tomaszów Mazowiecki,Alex Stebel,1104,w naprawie
475,ST/00475,Multi-layered incremental methodology,491,2022-12-15,166745.01,20,Świdnik,pani Inga Gierak,534,zlikwidowany
476,ST/00476,Re-contextualized homogeneous contingency,8,2024-01-22,76359.05,10,Świebodzice,Olaf Bik,1077,zlikwidowany
477,ST/00477,Universal methodical data-warehouse,4,2018-08-18,66520.64,20,Jastrzębie-Zdrój,Olaf Sajda,999,w użyciu
478,ST/00478,Versatile 6thgeneration core,491,2018-10-26,59258.25,14,Jarocin,Anita Pokusa,1985,w naprawie
479,ST/00479,Balanced fresh-thinking installation,3,2018-11-06,65855.19,30,Zduńska Wola,pani Agnieszka Siedlaczek,1344,w użyciu
480,ST/00480,Synergized discrete function,3,2025-02-14,55004.33,7,Inowrocław,Adrianna Malon,1676,w użyciu
481,ST/00481,Programmable solution-oriented emulation,8,2022-04-06,84255.93,10,Legnica,pan Mieszko Matyjaszek,1890,w użyciu
482,ST/00482,Configurable secondary productivity,6,2019-05-28,4038.74,14,Goleniów,Filip Dytko,163,w użyciu
483,ST/00483,Up-sized responsive array,491,2019-09-02,97349.0,7,Śrem,Natasza Honkisz,1489,w użyciu
484,ST/00484,Adaptive cohesive software,6,2020-03-26,111436.21,7,Żory,Marek Barankiewicz,1890,zlikwidowany
485,ST/00485,User-friendly disintermediate intranet,3,2018-08-17,111819.87,20,Przemyśl,Marcelina Chodak,1276,zlikwidowany
486,ST/00486,Public-key 6thgeneration architecture,491,2023-07-06,73020.47,10,Stargard Szczeciński,Anna Maria Bobryk,2535,w naprawie
487,ST/00487,Ergonomic executive archive,4,2022-08-16,147638.87,14,Inowrocław,pani Nicole Murach,1321,w naprawie
488,ST/00488,Optional value-added open architecture,4,2023-04-13,0,30,Koszalin,Marcel Jarosiewicz,1000,w naprawie
489,ST/00489,Customer-focused user-facing forecast,491,2024-06-27,26515.88,20,Malbork,Alan Orkisz,963,zlikwidowany
490,ST/00490,Organic demand-driven extranet,6,2018-07-30,8586.19,18,Malbork,pan Dariusz Jonak,1033,w użyciu
491,ST/00491,Integrated bottom-line focus group,491,2024-09-15,83315.36,10,Ostrołęka,pani Roksana Terka,2012,w naprawie
492,ST/00492,Ergonomic asymmetric projection,3,2024-01-19,185575.33,20,Tychy,Ida Maraszek,1884,w użyciu
493,ST/00493,Inverse optimizing conglomeration,8,2019-02-21,0,14,Zduńska Wola,Jerzy Winnik,1422,zlikwidowany
494,ST/00494,Sharable uniform adapter,491,2023-02-14,165410.17,7,Wrocław,Artur Czochara,1555,zlikwidowany
495,ST/00495,Ergonomic 6thgeneration capability,491,2021-05-21,20506.43,10,Będzin,pani Eliza Miętka,27,w użyciu
496,ST/00496,Customer-focused impactful hub,491,2020-11-06,186401.67,10,Nowa Sól,Eliza Wośko,90,zlikwidowany
497,ST/00497,Business-focused systematic utilization,3,2023-01-24,35992.65,18,Łomża,Apolonia Molga,1754,zlikwidowany
498,ST/00498,Secured 5thgeneration system engine,8,2025-06-20,194548.6,10,Świecie,Ryszard Fit,1707,w użyciu
499,ST/00499,Open-architected transitional contingency,491,2025-08-04,61393.69,7,Oława,Kornelia Szelest,119,w użyciu
500,ST/00500,Persistent demand-driven firmware,491,2026-06-05,133589.63,10,Białogard,Filip Manista,1652,w użyciu
501,ST/00501,Quality-focused logistical data-warehouse,491,2026-04-07,1410.77,18,Zambrów,Ksawery Kiedrowicz,1279,w naprawie
502,ST/00502,Fundamental non-volatile core,8,2024-10-30,11380.92,7,Szczytno,Eliza Konsek,1420,w użyciu
503,ST/00503,Ergonomic local challenge,8,2020-06-18,148808.71,14,Zambrów,Julianna Lemiesz,349,w naprawie
504,ST/00504,Exclusive multi-state synergy,6,2023-10-01,35333.75,30,Kraków,Natan Wawszczak,756,zlikwidowany
505,,Streamlined discrete ability,6,2024-07-07,39840.32,10,Łaziska Górne,Jacek Adamiuk,1702,w naprawie
506,ST/00506,Customizable solution-oriented artificial intelligence,4,2019-12-28,44895.55,14,Piaseczno,Marika Makosz,902,w użyciu
507,ST/00507,Function-based optimal contingency,3,2020-02-10,0,7,Wieluń,pan Konstanty Maciejewicz,281,w naprawie
508,ST/00508,Open-source next generation workforce,4,2024-08-10,127917.99,,Rybnik,Jerzy Preś,1002,w użyciu
509,ST/00509,Phased solution-oriented capacity,6,2020-12-10,105222.13,20,Sandomierz,Ada Gapys,251,w użyciu
510,ST/00510,Total zero-defect open architecture,8,2020-06-04,17917.59,14,Dąbrowa Górnicza,Dariusz Łapaj,815,w naprawie
511,ST/00511,Expanded stable paradigm,6,2022-06-27,188872.59,7,Siedlce,pani Blanka Smektała,247,w użyciu
512,ST/00512,Cross-group dedicated infrastructure,4,2023-07-12,160624.06,14,Wołomin,Kalina Irzyk,1363,w użyciu
513,ST/00513,Streamlined disintermediate encryption,4,2022-06-18,140923.15,7,Jasło,Wojciech Mizia,328,w użyciu
514,ST/00514,Phased well-modulated model,491,2025-08-10,144888.49,7,Sanok,Bartek Rymarz,2449,w naprawie
515,ST/00515,Profound modular function,4,2024-04-14,160798.01,30,Grodzisk Mazowiecki,Natasza Golus,506,w użyciu
516,ST/00516,Open-source system-worthy software,4,2022-03-07,5138.34,30,Przemyśl,Jakub Gryga,1241,w użyciu
517,ST/00517,Team-oriented 4thgeneration encryption,8,2020-05-15,145217.55,14,Bochnia,Urszula Mikiciuk,245,w użyciu
518,ST/00518,Public-key asynchronous conglomeration,4,2020-06-05,181122.35,18,Police,Sara Sarniak,1358,w użyciu
519,ST/00519,Sharable directional portal,491,2020-08-06,79358.24,7,Kętrzyn,pani Elżbieta Drygas,800,w naprawie
520,ST/00520,Vision-oriented next generation collaboration,4,2025-03-01,97261.16,20,Siedlce,pan Sebastian Wójt,34,zlikwidowany
521,ST/00521,Re-engineered grid-enabled encryption,491,2025-03-03,19392.74,20,Luboń,pani Gaja Kudłacz,986,zlikwidowany
522,ST/00522,Operative optimizing model,4,2025-04-16,19102.73,14,Kościerzyna,Andrzej Pyc,1516,w użyciu
523,ST/00523,Enhanced 6thgeneration intranet,3,2019-12-06,51536.23,30,Jastrzębie-Zdrój,Apolonia Kazior,2055,w użyciu
524,ST/00524,Cross-platform systematic artificial intelligence,6,2022-02-15,150494.47,7,Puławy,Damian Janoszka,173,w naprawie
525,ST/00525,Business-focused system-worthy info-mediaries,3,2024-10-15,45860.86,14,Olkusz,Wiktor Stachewicz,981,zlikwidowany
526,ST/00526,Re-engineered even-keeled info-mediaries,491,2019-04-17,163400.88,18,Oleśnica,Karol Dorawa,1375,w użyciu
527,ST/00527,Triple-buffered asynchronous collaboration,6,2020-08-19,60584.58,18,Bielawa,Juliusz Fedak,230,zlikwidowany
528,ST/00528,Organic bi-directional complexity,8,2021-02-18,136717.22,30,Katowice,Sandra Meler,1262,zlikwidowany
529,ST/00529,Horizontal neutral knowledge user,3,2018-09-17,161113.66,20,Zgierz,pani Justyna Połom,287,zlikwidowany
530,ST/00530,Organized needs-based project,491,2020-09-22,71532.07,18,Oława,Krzysztof Huczek,785,w naprawie
531,ST/00531,Face-to-face clear-thinking website,6,2021-08-03,168788.82,30,Jarosław,pan Bartek Koćwin,1512,w naprawie
532,ST/00532,Operative well-modulated core,3,2024-03-26,0,7,Września,pani Nicole Szłapa,1521,zlikwidowany
533,ST/00533,Open-source next generation open system,6,2023-11-21,17430.38,7,Śrem,Marianna Gamoń,1813,zlikwidowany
534,ST/00534,Visionary methodical frame,3,2023-11-09,85531.91,18,Zabrze,Tola Czochara,540,zlikwidowany
535,ST/00535,Function-based secondary definition,4,2019-03-19,170254.99,30,Żyrardów,Andrzej Owsiany,1598,w użyciu
536,ST/00536,Fully-configurable methodical support,4,2021-10-03,34922.7,7,Rumia,Karol Siewert,1024,w użyciu
537,ST/00537,Profit-focused encompassing help-desk,6,2020-11-16,184242.51,30,Siemianowice Śląskie,pani Nela Szymańczak,1430,w użyciu
538,ST/00538,Universal modular moderator,491,2022-12-09,106021.89,20,Skarżysko-Kamienna,Jacek Kózka,269,zlikwidowany
539,ST/00539,Profit-focused discrete installation,491,2023-10-18,107504.29,7,Rzeszów,Monika Fyda,2605,w naprawie
540,ST/00540,Integrated needs-based open system,491,2022-11-13,178046.68,18,Jastrzębie-Zdrój,Albert Grądziel,3,w użyciu
541,ST/00541,Horizontal clear-thinking flexibility,491,2022-02-13,49451.93,30,Żory,pani Justyna Wojtaszczyk,1911,zlikwidowany
542,ST/00542,Networked modular productivity,3,2019-03-29,149419.14,14,Toruń,Ignacy Majos,408,zlikwidowany
543,ST/00543,Programmable context-sensitive process improvement,3,2021-12-27,47777.03,,Zawiercie,Ewa Gemza,1074,zlikwidowany
544,ST/00544,Customer-focused uniform ability,6,2025-04-24,34044.63,18,Pabianice,pan Paweł Szoka,715,zlikwidowany
545,ST/00545,Diverse optimizing frame,8,2025-04-02,178818.12,7,Warszawa,Apolonia Pachowicz,441,w naprawie
546,ST/00546,Up-sized 4thgeneration framework,8,2024-07-20,176095.35,10,Gniezno,pan Aleksander Miozga,773,zlikwidowany
547,ST/00547,Diverse intermediate pricing structure,491,2025-10-16,61197.91,7,Żywiec,Ida Hamerla,1307,zlikwidowany
548,ST/00548,Multi-tiered foreground functionalities,8,2024-12-29,148308.14,20,Opole,Anna Maria Trzyna,653,zlikwidowany
549,ST/00549,Vision-oriented bi-directional pricing structure,6,2023-11-04,198725.91,18,Luboń,pan Witold Dorna,365,w użyciu
550,ST/00550,Up-sized value-added middleware,3,2024-07-16,123681.35,30,Ostrów Wielkopolski,Maksymilian Dubel,1686,w użyciu
551,ST/00551,De-engineered regional framework,6,2018-10-27,12159.55,10,Lublin,Natasza Koloch,428,w użyciu
552,ST/00552,Multi-lateral optimizing frame,8,2026-02-09,125312.27,20,Piotrków Trybunalski,pani Kalina Więcławek,1823,w użyciu
553,ST/00553,Open-architected holistic knowledge user,491,2023-11-06,131858.48,18,Radomsko,pani Apolonia Bok,679,w naprawie
554,ST/00554,Programmable homogeneous data-warehouse,8,2019-03-20,115064.58,18,Kłodzko,Dagmara Łyczak,1934,w użyciu
555,ST/00555,Advanced systemic secured line,3,2024-10-10,60110.44,,Brzeg,Cyprian Kandora,22,zlikwidowany
556,ST/00556,Centralized global functionalities,8,2025-08-30,66569.65,20,Sopot,Angelika Ochał,1114,zlikwidowany
557,ST/00557,Self-enabling well-modulated forecast,6,2026-01-13,79268.49,14,Płock,Anita Przekwas,8,zlikwidowany
558,ST/00558,Adaptive zero-defect algorithm,491,2024-12-01,5747.9,10,Goleniów,Fryderyk Towarek,1489,w naprawie
559,,Customizable incremental website,3,2020-04-24,172399.45,20,Wałcz,Cyprian Mendak,1865,w użyciu
560,ST/00560,Configurable leadingedge implementation,6,2025-09-19,111960.4,7,Zduńska Wola,Leon Zapaśnik,1811,w naprawie
561,ST/00561,Implemented system-worthy hub,4,2021-07-05,176769.42,20,Dębica,pan Juliusz Goś,110,w użyciu
562,ST/00562,Implemented didactic emulation,3,2019-11-30,82357.01,30,Lubartów,Aniela Obst,427,zlikwidowany
563,ST/00563,Persevering full-range utilization,6,2020-02-03,38572.75,18,Skarżysko-Kamienna,Kamila Opalach,1804,w użyciu
564,ST/00564,Ameliorated human-resource open architecture,4,2024-12-06,169249.93,14,Inowrocław,Grzegorz Feluś,919,w użyciu
565,ST/00565,Ameliorated holistic core,4,2019-11-10,135205.34,10,Chełm,Fabian Nędzi,1351,w użyciu
566,ST/00566,Triple-buffered optimizing Internet solution,491,2023-05-10,56802.78,7,Bochnia,Albert Mizia,2369,w naprawie
567,ST/00567,Business-focused needs-based strategy,3,2022-02-13,9629.45,10,Wieluń,Ida Kozica,338,w użyciu
568,ST/00568,Versatile foreground model,6,2021-11-08,142026.54,18,Oława,Stefan Budner,493,zlikwidowany
569,ST/00569,Implemented scalable adapter,6,2022-07-30,10829.64,18,Mysłowice,Artur Konrad,406,zlikwidowany
570,ST/00570,Progressive leadingedge firmware,4,2018-09-05,97099.91,20,Zawiercie,Sebastian Florian,2110,w użyciu
571,ST/00571,User-friendly human-resource capability,491,2020-03-25,87519.95,10,Swarzędz,Aniela Block,227,w użyciu
572,ST/00572,Centralized composite complexity,8,2018-12-12,29319.49,7,Wyszków,Michał Domino,1306,w użyciu
573,ST/00573,Stand-alone system-worthy frame,6,2020-07-03,10077.68,30,Pruszków,Krzysztof Migda,1744,w naprawie
574,ST/00574,Diverse attitude-oriented utilization,6,2024-12-24,0,18,Piła,Kazimierz Panuś,1283,w naprawie
575,ST/00575,Organic real-time pricing structure,6,2019-09-22,146137.6,20,Giżycko,Maciej Zbróg,1775,w naprawie
576,ST/00576,Enterprise-wide global initiative,6,2020-02-20,73792.86,7,Nysa,pan Marcel Misztela,1787,w naprawie
577,ST/00577,Multi-tiered secondary database,6,2021-04-21,85050.93,20,Szczecinek,pani Angelika Kaczka,1837,w naprawie
578,ST/00578,Organic tangible archive,491,2021-06-26,118093.33,10,Kętrzyn,pani Julianna Myszk,863,w użyciu
579,ST/00579,Horizontal bandwidth-monitored encoding,3,2019-10-10,22463.9,30,Piaseczno,pan Tadeusz Dorobisz,322,zlikwidowany
580,ST/00580,Pre-emptive real-time hierarchy,491,2020-10-11,16126.91,10,Augustów,Hubert Szpyra,1352,zlikwidowany
581,ST/00581,De-engineered encompassing policy,4,2025-07-01,12226.94,30,Kutno,pan Jerzy Kawala,808,w naprawie
582,ST/00582,Reverse-engineered intangible leverage,6,2023-04-30,143979.47,18,Racibórz,pani Julita Wita,1678,zlikwidowany
583,ST/00583,De-engineered 4thgeneration portal,491,2024-03-31,17611.57,20,Zgierz,pani Dagmara Buśko,983,zlikwidowany
584,ST/00584,Diverse national strategy,6,2018-10-20,84480.36,30,Brodnica,Radosław Kopciuch,1846,w użyciu
585,ST/00585,Realigned user-facing moderator,8,2022-07-18,68590.86,7,Chorzów,Julianna Durlej,1847,zlikwidowany
586,ST/00586,Open-architected object-oriented focus group,491,2021-07-15,114950.6,20,Opole,Tobiasz Piskor,478,w naprawie
587,ST/00587,Pre-emptive encompassing throughput,6,2024-07-25,32333.59,18,Myszków,Dorota Damian,1090,w użyciu
588,ST/00588,Reduced hybrid portal,491,2020-10-08,54308.63,30,Łódź,pan Oliwier Sobiło,1120,zlikwidowany
589,ST/00589,Configurable exuding capability,8,2021-08-21,12754.75,20,Czeladź,Kazimierz Stempin,1372,w naprawie
590,ST/00590,Automated value-added success,3,2025-03-20,119075.27,7,Brodnica,Mikołaj Jaje,232,w naprawie
591,ST/00591,Horizontal explicit firmware,6,2023-08-20,22097.15,14,Żary,Daniel Podgórny,2237,zlikwidowany
592,ST/00592,Business-focused local challenge,8,2022-01-27,98224.38,7,Skarżysko-Kamienna,Jeremi Kaszkowiak,798,w naprawie
593,ST/00593,Up-sized coherent matrices,491,2019-04-30,108023.87,20,Bielawa,Wiktor Surdyk,827,w użyciu
594,ST/00594,Robust full-range extranet,4,2018-09-01,93803.91,,Knurów,Krystyna Buchalik,836,w naprawie
595,ST/00595,Grass-roots analyzing knowledgebase,6,2022-04-01,177655.15,10,Legionowo,Andrzej Fac,1823,w użyciu
596,ST/00596,Decentralized eco-centric implementation,4,2019-12-07,26872.0,18,Kraków,Adrianna Szatko,733,w naprawie
597,ST/00597,Down-sized next generation algorithm,491,2023-09-16,129809.73,10,Głogów,pani Angelika Ciarka,2160,w naprawie
598,ST/00598,Robust system-worthy budgetary management,6,2023-02-17,18472.61,,Jarocin,Melania Klemens,898,zlikwidowany
599,ST/00599,Stand-alone holistic monitoring,491,2024-02-08,95114.08,30,Brzeg,pan Jakub Kamyk,1563,w użyciu
600,ST/00600,Up-sized methodical help-desk,4,2021-01-17,20821.08,30,Bydgoszcz,Rafał Buszko,1753,w użyciu
