umowa_id,numer_umowy,kontrahent_id,data_podpisania,data_rozpoczecia,data_zakonczenia,wartosc,waluta,status,opiekun
1550,UM/2025/01550,184,2025-03-03,2025-03-13,2027-08-10,292983.78,PLN,zakończona,Roksana Bojczuk
1551,UM/2024/01551,1461,2024-02-22,2024-02-28,2025-09-18,164358.23,PLN,aktywna,pan Damian Gołota
1552,UM/2022/01552,2616,2022-06-16,2022-06-24,2025-01-25,295262.93,PLN,aktywna,Ida Waleczek
1553,UM/2026/01553,857,2025-12-16,2026-01-03,2028-03-07,234650.76,PLN,aktywna,Sonia Tylman
1554,UM/2025/01554,1513,2025-11-10,2025-11-13,2025-10-18,98174.65,PLN,w przygotowaniu,Maurycy Imiołczyk
1555,UM/2023/01555,1780,2023-06-24,2023-07-03,2023-05-22,73388.27,PLN,aktywna,pani Natasza Imiela
1556,UM/2025/01556,254,2025-02-09,2025-02-09,2027-06-26,305421.64,PLN,w przygotowaniu,Bartek Kargol
1557,UM/2025/01557,641,2025-06-25,2025-07-09,2028-05-02,128374.42,PLN,aktywna,Borys Jędrak
1558,UM/2025/01558,368,2025-06-18,2025-06-26,2027-06-29,327707.86,PLN,aktywna,pani Justyna Trojanek
1559,UM/2022/01559,1192,2022-03-12,2022-03-14,2024-08-12,395771.69,PLN,w przygotowaniu,Jeremi Wisz
1560,UM/2025/01560,820,2024-12-20,2025-01-02,2025-10-01,184226.34,PLN,zakończona,Sebastian Kaczan
1561,UM/2025/01561,641,2025-07-19,2025-07-30,2026-02-06,462180.11,PLN,aktywna,Sylwia Golus
1562,UM/2023/01562,173,2023-12-03,2023-12-16,2023-08-05,64455.74,PLN,w przygotowaniu,Hubert Grygorowicz
1563,UM/2024/01563,751,2024-10-07,2024-10-12,2028-09-20,95480.31,PLN,zakończona,Błażej Gryga
1564,UM/2022/01564,1895,2022-08-25,2022-09-13,2024-12-18,456691.1,PLN,aktywna,pani Julita Wojtaszak
1565,UM/2024/01565,1308,2024-07-10,2024-07-28,,151005.41,PLN,w przygotowaniu,pani Dorota Walocha
1566,UM/2024/01566,638,2024-09-12,2024-09-22,2025-11-28,32834.44,PLN,zakończona,Olaf Jaszcz
1567,UM/2023/01567,1320,2023-02-08,2023-02-13,2026-02-02,298646.96,PLN,w przygotowaniu,Klara Hermanowicz
1568,UM/2024/01568,1456,2024-01-08,2024-01-20,2026-11-13,183742.64,PLN,aktywna,Krzysztof Wendt
1569,UM/2022/01569,2102,2022-06-01,2022-06-20,2025-08-07,335967.18,PLN,zakończona,Marianna Siemek
1570,UM/2022/01570,771,2022-08-27,2022-09-09,2025-12-09,245735.94,PLN,zakończona,Adam Bareja
1571,UM/2023/01571,239,2023-06-27,2023-07-03,2026-04-17,41061.89,PLN,aktywna,pan Jeremi Choroś
1572,UM/2021/01572,523,2021-12-10,2021-12-30,2023-03-08,36621.83,PLN,aktywna,Ada Czupryna
1573,UM/2025/01573,2020,2025-02-19,2025-03-02,2025-01-06,393227.07,PLN,w przygotowaniu,Tola Stożek
1574,UM/2025/01574,732,2025-11-28,2025-11-30,2027-08-18,151351.82,PLN,w przygotowaniu,Marcel Marcol
1575,UM/2024/01575,1376,2024-05-26,2024-06-04,2025-11-15,338272.88,PLN,zakończona,Olgierd Szumiec
1576,UM/2025/01576,1182,2025-09-27,2025-10-15,,253733.78,PLN,w przygotowaniu,Fabian Andrukiewicz
1577,UM/2025/01577,1741,2025-01-14,2025-01-30,2026-08-16,485321.48,PLN,w przygotowaniu,Marcin Granat
1578,UM/2025/01578,1483,2025-06-07,2025-06-11,2026-05-27,186452.45,PLN,zakończona,pani Klara Zawodnik
1579,UM/2022/01579,788,2022-09-26,2022-10-06,2023-03-18,344935.12,PLN,zakończona,Nicole Nieszporek
1580,UM/2022/01580,1442,2022-07-10,2022-07-12,,245603.38,PLN,w przygotowaniu,Dagmara Skowyra
1581,UM/2023/01581,1721,2023-03-01,2023-03-01,2025-07-15,470222.87,PLN,zakończona,Róża Nyc
1582,UM/2024/01582,622,2024-07-09,2024-07-17,2028-01-03,235637.47,PLN,zakończona,Tola Gapys
1583,UM/2024/01583,1701,2024-03-20,2024-03-23,2026-04-09,9575.39,PLN,aktywna,pani Rozalia Majdak
1584,UM/2025/01584,160,2025-04-07,2025-04-13,2025-12-16,409807.13,PLN,aktywna,pan Kornel Wincenciak
1585,UM/2022/01585,573,2022-07-19,2022-07-25,2023-05-21,291481.9,PLN,zakończona,Sonia Helman
1586,UM/2022/01586,396,2022-02-13,2022-02-26,2023-05-28,298559.62,PLN,aktywna,pan Szymon Korpal
1587,UM/2022/01587,628,2022-04-11,2022-04-28,2023-08-22,178189.69,PLN,zakończona,Fabian Kojder
1588,UM/2022/01588,519,2022-02-05,2022-02-10,2023-10-29,205232.79,PLN,aktywna,Kornelia Kapka
1589,UM/2025/01589,1690,2025-01-24,2025-01-28,2026-01-25,57781.86,PLN,zakończona,Fabian Wesoła
1590,UM/2023/01590,1945,2023-05-05,2023-05-08,2024-09-24,168701.73,PLN,aktywna,Kornelia Jasica
1591,UM/2023/01591,511,2023-01-01,2023-01-20,2022-11-07,196989.89,PLN,w przygotowaniu,Sylwia Zybura
1592,UM/2026/01592,2023,2026-05-06,2026-05-23,2029-02-08,250520.67,PLN,aktywna,Nikodem Trybała
1593,UM/2025/01593,511,2025-10-18,2025-11-07,2026-07-15,177123.3,PLN,w przygotowaniu,Dorota Szuta
1594,UM/2022/01594,732,2022-01-31,2022-02-13,2023-07-14,268829.64,PLN,aktywna,pani Angelika Loska
1595,UM/2022/01595,1611,2022-08-21,2022-08-27,,169508.92,PLN,zakończona,pani Lidia Wac
1596,UM/2023/01596,167,2023-11-12,2023-11-18,2027-07-20,96934.92,PLN,zakończona,Leon Zasępa
1597,UM/2026/01597,772,2026-03-01,2026-03-03,2029-07-27,18513.65,PLN,zakończona,pan Rafał Ciećko
1598,UM/2024/01598,1864,2024-01-12,2024-01-19,2024-10-04,88818.21,PLN,w przygotowaniu,Nikodem Zawartka
1599,UM/2024/01599,1451,2024-08-09,2024-08-18,2025-06-09,171026.49,PLN,aktywna,Arkadiusz Frelek
1600,UM/2024/01600,1923,2024-01-25,2024-02-07,2027-06-26,319781.57,PLN,aktywna,Ada Dreszer
1601,UM/2025/01601,28,2025-01-28,2025-02-02,2027-06-22,439542.24,PLN,zakończona,Klara Dudkowiak
1602,UM/2023/01602,90,2023-12-01,2023-12-19,2025-10-21,117128.87,PLN,w przygotowaniu,Lidia Bakun
1603,UM/2024/01603,1776,2024-12-11,2024-12-27,2028-09-08,303909.97,PLN,aktywna,Roksana Aleksandrzak
1604,UM/2024/01604,51,2024-11-17,2024-12-02,2027-04-05,348235.58,PLN,zakończona,Tadeusz Żołądź
1605,UM/2024/01605,1606,2024-04-14,2024-05-02,2027-10-09,286145.07,PLN,w przygotowaniu,Kornelia Żołnierczyk
1606,UM/2022/01606,444,2022-09-23,2022-10-11,,499096.67,PLN,aktywna,Paweł Jankowicz
1607,UM/2026/01607,1190,2026-06-26,2026-07-13,2030-04-18,485046.18,PLN,w przygotowaniu,pani Roksana Pierzak
1608,UM/2024/01608,1593,2024-02-17,2024-02-20,2025-11-29,87489.39,PLN,w przygotowaniu,Dawid Oleksa
1609,UM/2022/01609,36,2022-01-08,2022-01-09,2025-08-16,71867.94,PLN,aktywna,Albert Dietrich
1610,UM/2023/01610,2341,2023-07-19,2023-08-03,2025-09-20,424195.22,PLN,zakończona,Alan Szmaj
1611,UM/2024/01611,892,2024-06-07,2024-06-21,2026-12-09,106160.48,PLN,aktywna,Angelika Juraszczyk
1612,UM/2022/01612,1940,2022-09-10,2022-09-11,2023-11-14,66152.1,PLN,w przygotowaniu,pan Łukasz Roczniak
1613,UM/2024/01613,1673,2024-11-29,2024-12-12,2027-06-12,251309.66,PLN,w przygotowaniu,Kacper Kuszyk
1614,UM/2023/01614,1101,2023-08-11,2023-08-17,2026-11-23,35729.15,PLN,zakończona,Olgierd Igras
1615,UM/2022/01615,244,2022-06-06,2022-06-18,2023-01-31,177911.13,PLN,aktywna,Kazimierz Litewka
1616,UM/2023/01616,1037,2023-03-25,2023-04-08,2026-12-19,104165.84,PLN,w przygotowaniu,Olaf Małż
1617,UM/2023/01617,1189,2023-10-19,2023-10-25,2026-02-05,40007.73,PLN,zakończona,Jeremi Kałek
1618,UM/2023/01618,2029,2023-07-15,2023-07-17,2026-03-31,331843.9,PLN,aktywna,Marek Tywoniuk
1619,UM/2025/01619,590,2025-05-02,2025-05-16,2025-12-04,165937.44,PLN,zakończona,Inga Powązka
1620,UM/2021/01620,1355,2021-09-28,2021-10-15,2025-02-27,192139.02,PLN,zakończona,Marcel Drobik
1621,UM/2024/01621,1359,2024-12-02,2024-12-18,2026-04-09,150397.11,PLN,zakończona,Cezary Bracha
1622,UM/2022/01622,409,2022-06-09,2022-06-17,2023-10-05,284118.58,PLN,zakończona,Janina Gajdzik
1623,UM/2022/01623,692,2022-06-19,2022-06-30,2023-04-23,353893.37,PLN,w przygotowaniu,Gabriel Stój
1624,UM/2023/01624,1738,2023-12-23,2023-12-27,2024-06-26,321705.52,PLN,aktywna,pan Jędrzej Ligas
1625,UM/2025/01625,2098,2025-10-16,2025-10-19,2029-07-19,276226.61,PLN,w przygotowaniu,Tomasz Smykała
1626,UM/2023/01626,2457,2023-01-22,2023-02-01,2022-09-03,62940.83,PLN,zakończona,Damian Skiepko
1627,UM/2025/01627,1196,2025-09-26,2025-09-26,2026-07-25,179778.32,PLN,aktywna,Igor Karkut
1628,UM/2024/01628,59,2024-09-06,2024-09-08,2024-04-09,352313.63,PLN,w przygotowaniu,Patryk Frącz
1629,UM/2023/01629,1118,2023-01-14,2023-01-19,2025-12-25,485167.73,PLN,w przygotowaniu,pani Ewa Kucz
1630,UM/2023/01630,1699,2023-10-15,2023-10-23,2025-04-13,37009.42,PLN,aktywna,Tadeusz Ryznar
1631,UM/2022/01631,1242,2022-06-25,2022-07-09,2025-01-27,68692.89,PLN,w przygotowaniu,Dariusz Madera
1632,UM/2023/01632,731,2023-01-11,2023-01-20,2024-07-11,170945.41,PLN,w przygotowaniu,Wojciech Gasik
1633,UM/2025/01633,54,2025-08-04,2025-08-13,2028-02-03,64120.12,PLN,aktywna,Ewa Melaniuk
1634,UM/2024/01634,1858,2024-07-17,2024-07-26,2025-04-13,354210.74,PLN,zakończona,Krzysztof Jeske
1635,UM/2022/01635,2549,2022-04-14,2022-05-02,2024-08-21,349947.99,PLN,w przygotowaniu,Tola Jędrys
1636,UM/2026/01636,1383,2026-01-06,2026-01-26,2028-07-23,93686.42,PLN,zakończona,Maksymilian Szczechowicz
1637,UM/2024/01637,79,2024-04-30,2024-05-18,2025-08-13,49850.65,PLN,w przygotowaniu,pan Tomasz Szyca
1638,UM/2024/01638,678,2024-08-16,2024-08-20,2025-06-15,154023.5,PLN,zakończona,Krystyna Lichoń
1639,UM/2023/01639,1064,2023-09-24,2023-09-29,2024-09-04,389892.54,PLN,w przygotowaniu,Karina Wojnicz
1640,UM/2021/01640,2286,2021-10-11,2021-10-11,2025-06-01,81537.19,PLN,w przygotowaniu,Kamil Janiuk
1641,UM/2025/01641,63,2025-10-11,2025-10-30,2028-09-12,218225.57,PLN,aktywna,pani Aniela Rodzeń
1642,UM/2023/01642,1304,2023-07-07,2023-07-26,2024-05-18,39627.12,PLN,zakończona,pan Alex Gregorowicz
1643,UM/2023/01643,874,2023-06-15,2023-06-22,2027-05-11,59531.79,PLN,aktywna,Aurelia Brachaczek
1644,UM/2022/01644,835,2022-04-19,2022-04-26,2024-07-11,249929.95,PLN,zakończona,Jan Łachacz
1645,UM/2021/01645,1595,2021-07-25,2021-07-26,2024-10-16,154881.56,PLN,w przygotowaniu,Paweł Bacia
1646,UM/2022/01646,1961,2022-11-06,2022-11-17,2025-09-29,275619.99,PLN,aktywna,Marcelina Kruszona
1647,UM/2025/01647,813,2025-10-30,2025-11-13,2028-03-05,44121.9,PLN,aktywna,pani Gaja Ropiak
1648,UM/2021/01648,1325,2021-09-26,2021-10-03,2022-08-24,120823.05,pln,aktywna,Gustaw Pazoła
1649,UM/2021/01649,764,2021-07-28,2021-08-07,2022-12-18,475582.55,PLN,w przygotowaniu,Liwia Kurc
1650,UM/2026/01650,1113,2026-01-18,2026-02-01,2028-08-30,381983.34,PLN,aktywna,Przemysław Gierasimiuk
1651,UM/2022/01651,287,2022-08-14,2022-08-17,2024-03-12,179034.34,PLN,w przygotowaniu,pan Daniel Młyńczak
1652,UM/2023/01652,929,2023-10-31,2023-11-19,2026-12-13,146049.23,PLN,w przygotowaniu,pani Anita Sobków
1653,UM/2025/01653,647,2025-10-03,2025-10-07,2027-09-13,206714.06,PLN,zakończona,Justyna Jama
1654,UM/2022/01654,1508,2022-08-22,2022-08-31,2023-05-25,441776.62,PLN,aktywna,Oliwier Białous
1655,UM/2024/01655,121,2024-11-12,2024-11-18,2028-07-29,321373.49,PLN,w przygotowaniu,Bianka Sośniak
1656,UM/2023/01656,482,2023-04-14,2023-04-21,2026-09-26,38961.02,PLN,zakończona,Łukasz Mroczko
1657,UM/2025/01657,803,2025-02-11,2025-02-23,2027-04-25,216619.4,PLN,aktywna,Ewelina Dadej
1658,UM/2022/01658,1254,2022-09-07,2022-09-20,2025-03-19,440952.22,PLN,w przygotowaniu,Juliusz Lesisz
1659,UM/2022/01659,342,2022-08-18,2022-08-27,2024-09-28,163085.81,PLN,aktywna,Marek Moczko
1660,UM/2024/01660,556,2024-06-05,2024-06-11,2028-04-09,70463.66,PLN,zakończona,Inga Białasik
1661,UM/2025/01661,1265,2025-05-13,2025-05-29,2026-11-13,330314.46,PLN,w przygotowaniu,Ryszard Surmiak
1662,UM/2022/01662,1831,2022-07-21,2022-08-09,2026-03-10,284494.92,PLN,w przygotowaniu,Kajetan Członka
1663,UM/2023/00001,1665,2022-12-17,2022-12-28,,486787.99,PLN,zakończona,Leon Mikusek
1664,UM/2023/01664,983,2023-04-09,2023-04-29,2026-08-26,111381.93,PLN,aktywna,Bartek Kluczek
1665,UM/2022/01665,2033,2022-03-24,2022-03-24,2026-03-23,489663.01,PLN,zakończona,pani Justyna Bobrowicz
1666,UM/2023/01666,1775,2023-03-08,2023-03-17,2023-06-28,45078.91,PLN,aktywna,Inga Molak
1667,UM/2025/01667,313,2025-05-30,2025-06-09,2029-04-11,141164.0,PLN,aktywna,Nataniel Lenda
1668,UM/2023/01668,1886,2023-03-30,2023-04-15,2024-12-30,102981.69,PLN,zakończona,pan Maksymilian Zegar
1669,UM/2026/01669,60,2026-07-16,2026-07-19,2028-08-31,200539.89,PLN,aktywna,Maciej Wojczuk
1670,UM/2024/01670,86,2024-04-30,2024-05-06,2028-02-24,325719.97,PLN,w przygotowaniu,Dawid Zimniak
1671,UM/2022/01671,419,2022-03-15,2022-03-15,2023-11-12,338204.97,PLN,aktywna,Oskar Toborek
1672,UM/2023/01672,1626,2023-09-04,2023-09-10,2027-05-01,410745.45,PLN,zakończona,pan Olgierd Portka
1673,UM/2023/01673,1903,2023-03-20,2023-03-24,2023-01-11,365447.6,PLN,aktywna,Liwia Stebel
1674,UM/2023/00001,1072,2026-06-06,2026-06-16,2028-12-23,470630.26,PLN,aktywna,Leon Kieca
1675,UM/2023/01675,1713,2023-09-08,2023-09-24,2026-09-14,324288.79,PLN,zakończona,Anastazja Słowiak
1676,UM/2024/01676,1962,2024-12-16,2024-12-25,2027-08-29,195544.93,PLN,w przygotowaniu,Oskar Breś
1677,UM/2026/01677,1583,2026-04-21,2026-05-10,2027-08-23,257397.24,PLN,w przygotowaniu,Blanka Krzan
1678,UM/2022/01678,365,2022-08-18,2022-08-25,2022-12-02,103855.71,PLN,aktywna,Kamil Młocek
1679,UM/2024/01679,553,2024-04-14,2024-04-17,2027-12-27,415100.9,PLN,aktywna,Roksana Kolka
1680,UM/2022/01680,1709,2022-06-23,2022-07-08,2026-05-10,61192.26,PLN,w przygotowaniu,Łukasz Detka
1681,UM/2023/01681,1215,2023-08-31,2023-09-19,2024-05-10,142274.92,PLN,aktywna,Kajetan Kuryś
1682,UM/2026/01682,1442,2026-05-10,2026-05-13,2029-08-21,154789.4,PLN,zakończona,Józef Walus
1683,UM/2023/01683,505,2023-07-06,2023-07-19,2026-02-28,369769.19,PLN,aktywna,Juliusz Kuszyk
1684,UM/2024/01684,1337,2024-08-07,2024-08-11,2026-06-11,199765.52,PLN,zakończona,Kornelia Bartuś
1685,UM/2024/01685,646,2024-05-27,2024-06-12,2025-09-21,229751.33,PLN,zakończona,Kacper Forma
1686,UM/2025/01686,294,2025-07-08,2025-07-17,,389559.77,PLN,aktywna,Maciej Jantos
1687,UM/2024/01687,1567,2024-09-21,2024-09-23,2027-02-08,336534.71,PLN,zakończona,Karol Wawak
1688,UM/2025/01688,779,2024-12-28,2025-01-02,2026-03-15,366127.29,PLN,zakończona,pani Bianka Berdzik
1689,UM/2024/01689,189,2024-06-20,2024-07-07,2028-02-13,252835.72,PLN,aktywna,Ryszard Piekacz
1690,UM/2023/01690,62,2023-12-01,2023-12-07,2027-05-14,28368.41,PLN,w przygotowaniu,Olgierd Kaletka
1691,UM/2026/01691,2176,2026-06-11,2026-06-26,2027-12-23,368618.4,PLN,w przygotowaniu,Igor Kurcz
1692,UM/2025/01692,321,2025-10-24,2025-10-29,2026-06-21,25583.82,PLN,zakończona,Igor Juśkiewicz
1693,UM/2022/01693,570,2022-09-24,2022-10-01,2023-02-18,436760.5,PLN,w przygotowaniu,pani Nela Konstanty
1694,UM/2026/01694,1354,2026-02-13,2026-02-16,2028-05-28,347421.04,PLN,aktywna,pani Angelika Radzio
1695,UM/2024/01695,632,2024-11-16,2024-11-17,2028-08-20,232883.93,PLN,aktywna,pani Liwia Jeske
1696,UM/2022/01696,839,2022-08-23,2022-08-30,2023-03-01,186475.76,PLN,w przygotowaniu,Marika Fras
1697,UM/2022/01697,919,2022-05-08,2022-05-26,2023-11-22,270930.5,PLN,w przygotowaniu,Jerzy Kilar
1698,UM/2023/01698,433,2023-07-25,2023-07-28,2024-03-12,478696.23,PLN,w przygotowaniu,pan Przemysław Terka
1699,UM/2025/01699,2037,2025-10-20,2025-11-04,2029-07-25,459754.98,PLN,aktywna,pan Dariusz Słupek
1700,UM/2024/01700,1875,2024-07-16,2024-08-04,2028-07-18,79509.68,PLN,w przygotowaniu,Szymon Polnik
1701,UM/2024/01701,1793,2024-02-19,2024-03-07,2026-08-12,410990.97,PLN,aktywna,pan Łukasz Dawidek
1702,UM/2023/01702,1201,2023-09-27,2023-10-02,2024-01-15,65988.05,PLN,zakończona,Maciej Boba
1703,UM/2026/01703,1348,2026-02-02,2026-02-05,2028-08-18,152990.44,PLN,w przygotowaniu,Kazimierz Dworniczak
1704,UM/2023/01704,1544,2022-12-27,2023-01-06,2026-02-11,230295.1,PLN,aktywna,Karol Klęczar
1705,UM/2021/01705,636,2021-09-09,2021-09-09,2024-03-12,191679.93,PLN,aktywna,Sara Komuda
1706,UM/2023/01706,1224,2023-03-30,2023-04-17,2026-08-29,307587.97,PLN,aktywna,pan Marcel Bazela
1707,UM/2024/01707,1799,2024-11-03,2024-11-07,,26128.94,PLN,w przygotowaniu,Krystyna Wojnicz
1708,UM/2024/01708,258,2024-06-03,2024-06-09,2025-02-16,6038.38,PLN,aktywna,Ignacy Kurzaj
1709,UM/2024/01709,974,2024-05-28,2024-06-17,2026-03-25,110007.04,PLN,aktywna,Adrian Działak
1710,UM/2023/01710,476,2023-03-06,2023-03-08,2023-11-25,350674.49,PLN,w przygotowaniu,pani Klara Karpiak
1711,UM/2024/01711,1681,2023-12-30,2024-01-06,2027-07-29,446518.78,PLN,aktywna,Wiktor Rajczak
1712,UM/2025/01712,6,2025-01-10,2025-01-24,2027-03-16,376767.83,PLN,zakończona,Juliusz Jop
1713,UM/2024/01713,217,2024-09-26,2024-10-05,2026-11-29,142153.2,PLN,aktywna,Konrad Reimann
1714,UM/2024/01714,681,2023-12-25,2024-01-12,2023-10-19,279666.18,PLN,w przygotowaniu,Ewelina Bachanek
1715,UM/2021/01715,2304,2021-07-15,2021-08-04,2022-08-19,132587.26,PLN,aktywna,Gaja Kotlarek
1716,UM/2026/01716,355,2025-12-27,2026-01-08,2028-07-24,296359.45,PLN,w przygotowaniu,pani Justyna Świerkosz
1717,UM/2023/01717,1119,2023-11-05,2023-11-06,2023-09-05,260293.07,PLN,w przygotowaniu,Blanka Skrzecz
1718,UM/2025/01718,470,2025-10-20,2025-11-09,2027-12-15,326195.14,PLN,aktywna,Wiktor Krzosek
1719,UM/2022/01719,2073,2022-04-17,2022-04-20,,98710.12,PLN,aktywna,pan Marek Florian
1720,UM/2025/01720,1978,2025-08-29,2025-09-07,2027-09-22,39152.5,PLN,aktywna,Dawid Kubasiewicz
1721,UM/2024/01721,651,2024-03-18,2024-03-23,2026-10-10,207783.56,PLN,w przygotowaniu,Kamila Glazer
1722,UM/2023/01722,1097,2023-06-05,2023-06-08,2027-01-18,359642.67,PLN,aktywna,pani Ewelina Gnyp
1723,UM/2023/01723,862,2023-07-14,2023-07-30,2026-10-25,175611.44,PLN,zakończona,Eryk Kornak
1724,UM/2022/01724,2020,2022-10-29,2022-11-14,2024-11-17,37562.36,PLN,aktywna,Miłosz Głowienka
1725,UM/2023/01725,1139,2023-10-30,2023-11-12,2025-09-11,205860.52,PLN,w przygotowaniu,Adam Frelek
1726,UM/2023/01726,436,2023-01-30,2023-02-05,2026-01-10,86133.51,PLN,w przygotowaniu,Norbert Szałkiewicz
1727,UM/2021/01727,242,2021-11-15,2021-11-20,2022-09-11,416192.46,PLN,w przygotowaniu,Inga Buszta
1728,UM/2022/01728,1397,2022-02-11,2022-02-14,2024-04-07,419689.9,PLN,w przygotowaniu,Witold Sydor
1729,UM/2023/00001,2423,2023-08-11,2023-08-14,2026-10-23,413493.72,PLN,aktywna,Aurelia Witos
1730,UM/2022/01730,1573,2022-01-30,2022-01-31,,66690.12,PLN,w przygotowaniu,Oskar Szumacher
1731,UM/2023/01731,2345,2023-08-01,2023-08-21,2025-04-13,392929.66,PLN,zakończona,Józef Mironiuk
1732,UM/2024/01732,2090,2024-05-13,2024-05-31,2025-07-28,8358.23,PLN,zakończona,Sonia Czulak
1733,UM/2021/01733,466,2021-10-25,2021-10-29,2025-02-01,346931.68,PLN,zakończona,Marcelina Świerkot
1734,UM/2023/01734,2539,2023-12-06,2023-12-18,2025-06-26,248094.19,PLN,zakończona,Wojciech Stawczyk
1735,UM/2023/01735,586,2023-09-26,2023-10-10,2024-04-17,48445.13,PLN,w przygotowaniu,pani Róża Sopata
1736,UM/2024/01736,1898,2024-10-13,2024-10-29,2026-01-30,448162.11,PLN,w przygotowaniu,Antoni Hampel
1737,UM/2024/01737,1920,2024-08-18,2024-09-03,2026-06-17,385964.77,PLN,zakończona,pan Ryszard Faruga
1738,UM/2022/01738,315,2022-01-03,2022-01-22,2025-05-12,100180.16,PLN,w przygotowaniu,Aniela Maciejko
1739,UM/2022/01739,2043,2022-10-22,2022-11-05,2024-10-24,373838.65,PLN,zakończona,Kornel Drabczyk
1740,UM/2022/01740,1047,2022-01-05,2022-01-20,2022-05-15,117064.52,PLN,aktywna,pan Fryderyk Machowiak
1741,UM/2025/01741,126,2025-01-22,2025-01-27,2028-06-06,498932.64,PLN,aktywna,Adrian Stanclik
1742,UM/2022/01742,466,2022-01-30,2022-02-01,2023-07-17,348925.43,PLN,w przygotowaniu,Gabriel Hawro
1743,UM/2022/01743,379,2022-07-02,2022-07-11,2024-07-07,369244.7,PLN,aktywna,Iwo Dyda
1744,UM/2023/01744,1267,2023-01-23,2023-02-04,2024-12-30,283975.6,PLN,w przygotowaniu,pani Roksana Terka
1745,UM/2025/01745,1216,2025-01-22,2025-01-26,2028-08-13,398407.15,PLN,w przygotowaniu,Monika Nalewajek
1746,UM/2023/01746,1231,2023-10-28,2023-11-15,2025-05-10,466093.43,PLN,aktywna,Kazimierz Kurzac
1747,UM/2025/01747,375,2025-10-09,2025-10-27,2026-03-09,226344.57,PLN,w przygotowaniu,Krystian Zeman
1748,UM/2025/01748,927,2025-07-29,2025-08-05,2029-04-03,139102.45,PLN,aktywna,pani Anna Maria Parafiniuk
1749,UM/2021/01749,426,2021-11-06,2021-11-25,2023-08-06,182651.22,PLN,w przygotowaniu,pan Grzegorz Białach
1750,UM/2022/01750,180,2022-01-10,2022-01-16,2023-05-26,14137.88,PLN,zakończona,pan Olaf Niemczuk
1751,UM/2026/01751,289,2026-05-02,2026-05-17,2028-10-22,3073.29,PLN,w przygotowaniu,Przemysław Kociemba
1752,UM/2022/01752,1647,2022-02-08,2022-02-25,2024-07-28,367125.2,PLN,zakończona,pani Melania Surmiak
1753,UM/2023/01753,555,2023-03-31,2023-04-20,2026-07-25,486964.76,PLN,w przygotowaniu,Miłosz Hasiak
1754,UM/2024/01754,519,2024-06-10,2024-06-26,2027-06-21,155451.41,PLN,w przygotowaniu,Antoni Głowienka
1755,UM/2026/01755,2097,2026-03-22,2026-03-25,2026-11-15,267742.16,PLN,w przygotowaniu,Aurelia Ułanowicz
1756,UM/2023/01756,573,2023-09-29,2023-10-06,2027-05-25,390589.83,PLN,zakończona,Kaja Sierota
1757,UM/2022/01757,1338,2022-12-18,2022-12-29,2023-07-21,220526.68,PLN,zakończona,Ernest Kinder
1758,UM/2024/01758,701,2024-05-06,2024-05-08,2027-03-08,395649.53,PLN,w przygotowaniu,Cezary Samiec
1759,UM/2023/01759,1654,2023-11-05,2023-11-09,2025-03-14,13775.21,PLN,w przygotowaniu,pan Aleks Majdan
1760,UM/2021/01760,32,2021-12-14,2021-12-22,2024-07-04,292522.49,PLN,zakończona,Alex Myga
1761,UM/2022/01761,646,2022-02-26,2022-03-04,2025-02-03,35067.81,PLN,w przygotowaniu,Mieszko Strzała
1762,UM/2021/01762,1798,2021-09-18,2021-09-19,2022-04-25,349679.05,PLN,zakończona,Igor Lewek
1763,UM/2023/01763,1540,2023-11-30,2023-12-07,2027-02-18,409057.27,PLN,aktywna,Agnieszka Polasik
1764,UM/2022/01764,1487,2022-01-26,2022-02-12,2025-06-03,288405.23,PLN,zakończona,Marcin Wojtczuk
1765,UM/2024/01765,209,2024-05-30,2024-06-08,2026-01-31,241230.16,PLN,zakończona,Józef Różewicz
1766,UM/2025/01766,362,2025-06-07,2025-06-12,2028-04-02,416019.34,PLN,zakończona,Marek Błasik
1767,UM/2023/01767,1574,2023-09-18,2023-09-26,2025-12-03,51318.0,PLN,zakończona,Jakub Szwiec
1768,UM/2023/01768,1597,2023-04-17,2023-04-30,2025-10-15,229317.69,PLN,zakończona,Adam Cichos
1769,UM/2024/01769,341,2024-02-13,2024-02-16,2024-12-31,71033.77,PLN,zakończona,Klara Mosiołek
1770,UM/2021/01770,73,2021-08-18,2021-08-28,2022-06-28,313376.09,PLN,w przygotowaniu,Andrzej Bździuch
1771,UM/2022/01771,1732,2022-08-04,2022-08-19,2024-12-08,315942.13,PLN,aktywna,Oliwier Owczarczak
1772,UM/2026/01772,748,2026-01-13,2026-01-24,2028-08-09,360997.45,zł,zakończona,Tomasz Maszczyk
1773,UM/2022/01773,1886,2022-04-17,2022-04-30,2024-07-04,40012.42,PLN,aktywna,Konrad Maszota
1774,UM/2025/01774,769,2025-07-07,2025-07-18,2027-02-14,436004.94,PLN,w przygotowaniu,pani Anastazja Leszkiewicz
1775,UM/2026/01775,2103,2025-12-23,2026-01-12,2029-10-19,129818.69,PLN,aktywna,Alan Skiepko
1776,UM/2026/01776,1712,2026-04-07,2026-04-09,2029-05-29,252486.27,PLN,w przygotowaniu,Grzegorz Bartoszczyk
1777,UM/2025/01777,2116,2025-10-20,2025-10-26,2029-10-25,376167.75,PLN,zakończona,Eryk Kukuczka
